4830,ActorID,Name,Date of Birth,Birth City,Birth Country,Height (Inches),Biography,Gender,Ethnicity,NetWorth
6799,1969.0,Anika Noni Rose,9/6/1972,Bloomfield,USA,62.0,"Tony Award winner Anika Noni Rose recently finished filming the lead role of the pilot episode Beast Mode (TBS / Macro), which is based on life of legendary boxing trainer Ann Wolfe. Anika is also serving as Co-Executive Producer. In 2018, Anika starred in the title role of 'Carmen Jones' in John Doyle's production at the Classic Stage Company in ...",Female,,
6800,1970.0,Keith Robinson,1/17/1976,Kentucky,USA,,"Keith Robinson was born in Kentucky and grew up in Greenville, South Carolina. He later moved to Augusta and graduated from Lakeside High School. He attended the University of Georgia and, while there, signed a recording contract with Motown Records, but that label never issued any of his material. Robinson moved to Los Angeles and earned a ...",Male,,
6801,1971.0,Sharon Leal,10/17/1972,Tucson,USA,68.0,"Sharon Leal is a military brat. She was born in Tuscon, Arizona. Sharon then moved with her parents to the Philippines, till she was 6 years old. She went to prayer-school there. Then, her parents packed up to move back to the US and settled in Fresno, California. Her mother, Angelita, who is Filipino, is a homemaker, and her father is ...",Female,,
6802,1972.0,Hinton Battle,11/29/1956,Neubr�cke,Germany,,"Hinton Battle was born on November 29, 1956 in Neubr�cke, Germany. He is an actor, known for Dreamgirls (2006), Buffy the Vampire Slayer (1997) and Quantum Leap (1989).",Male,,
6803,1973.0,Leslie Bibb,11/17/1974,Bismarck,USA,69.0,"Leslie Louise Bibb was born in Bismarck, North Dakota, on November 17, 1974, and raised in Nelson County, Virginia. Later she and her mother, along with her three older sisters, moved to Richmond, where Leslie attended an all-girls Catholic high school, St. Gertrude. In 1990 The Oprah Winfrey Show (1986) and the Elite Agency held a nationwide ...",Female,,
6804,1974.0,Jane Lynch,7/14/1960,Dolton,USA,72.0,"Jane Lynch was born on July 14, 1960 in Dolton, Illinois, USA as Jane Marie Lynch. She is an actress, known for Glee (2009), Wreck-It Ralph (2012) and Role Models (2008). She was previously married to Lara Embry.",Female,,
6805,1975.0,Amy Adams,8/20/1974,Vicenza,Italy,64.0,"Amy Lou Adams was born in Vicenza, Veneto, Italy, to American parents, Kathryn (Hicken) and Richard Kent Adams, a U.S. serviceman who was stationed at Caserma Ederle in Italy at the time. She was raised in a Mormon family of seven children in Castle Rock, Colorado, and has English, as well as smaller amounts of Danish, Swiss-German, and Norwegian,...",Female,,
6806,1976.0,Josh Peck,11/10/1986,New York City,USA,72.0,"Josh Peck was born on November 10, 1986 in New York City, New York, USA as Joshua Michael Peck. He is an actor, known for Mean Creek (2004), Red Dawn (2012) and The Wackness (2008). He has been married to Paige O'Brien since June 19, 2017.",Male,,
6807,1977.0,Will Arnett,5/4/1970,Toronto,Canada,74.0,"Will Arnett is a Canadian-American actor, voice actor, and comedian. He played George Oscar ""Gob"" Bluth II in the Fox series, Arrested Development (2003). He also appeared in films, such as The Lego Movie (2014), Teenage Mutant Ninja Turtles (2014), Teenage Mutant Ninja Turtles: Out of the Shadows (2016) and The Lego Batman Movie (2017). Arnett ...",Male,,
6808,1978.0,Jay Leno,4/28/1950,New Rochelle,USA,61.0,"Jay Leno began his career in night clubs, where he worked 300 nights a year before hitting it big in 1992 with his own late-night talk show, The Tonight Show with Jay Leno (1992). By that time he had appeared on television, acted in a few films (American Hot Wax (1978)) but hit paydirt with his late-night television appearances (he made a record ...",Male,,
6809,1979.0,Chris Wedge,3/20/1957,Binghamton,USA,72.0,"John Christian Wedge was born on March 20, 1957 in Binghamton, New York. After graduating from Fayetteville-Manlius High School, Wedge went to study at the State University of New York at Purchase, where he received a BFA in film, and soon after that he went on to study at Ohio State University, earning him a MA in computer graphics and art ...",Male,,
6810,1980.0,Garry Shandling,11/29/1949,Chicago,USA,61.0,"Garry Shandling was born on November 29, 1949 in Chicago, Illinois, USA as Garry Emmanuel Shandling. He was a writer and actor, known for The Larry Sanders Show (1992), It's Garry Shandling's Show. (1986) and Captain America: The Winter Soldier (2014). He died on March 24, 2016 in Los Angeles, California, USA.",Male,,
6811,1981.0,Wanda Sykes,3/7/1964,Portsmouth,USA,62.0,"Wanda Sykes has been called one of the funniest stand-up comics by her peers and ranks among Entertainment Weekly's 25 Funniest People in America. Her smart-witted stand-up has sent her career in many different areas. She was recently seen in Comedy Central's Wanda Does It (2004), where she tried various non-showbiz jobs. Her first book, ""Yeah I ...",Female,,
6812,1982.0,David Hasselhoff,7/17/1952,Baltimore,USA,76.0,"David Hasselhoff has become one of the most recognizable faces on television and throughout the world. Aside from starring in Knight Rider (1982) and Baywatch (1989), he is also an accomplished singer and popular recording artist. David Michael Hasselhoff was born on July 17, 1952 in Baltimore, Maryland, to Dolores Therese (Mullinex) and Joe ...",Male,,
6813,1983.0,Julie Kavner,9/7/1950,Los Angeles,USA,67.0,"Julie Kavner was born on September 7, 1950 in Los Angeles, California, USA as Julie Deborah Kavner. She is an actress, known for The Simpsons (1989), The Simpsons Movie (2007) and Click (2006).",Female,,
6814,1984.0,Joseph Castanon,8/19/1997,Denver,USA,63.0,"Joseph Castanon, born on August 19, 1997 in Denver, Colorado, USA, as Joseph Michael Castanon, is an American actor and singer-songwriter better known by his stage name Sir Castanon. He has appeared in several television series, including NCIS (2003), I Hate My 30's (2007), Crossing Jordan (2001), Without a Trace (2002), October Road (2007), ER (...",Male,,
6815,1985.0,Jonah Hill,12/20/1983,Los Angeles,USA,67.0,"Jonah Hill was born and raised in Los Angeles, the son of Sharon Feldstein (n�e Chalkin), a fashion designer and costume stylist, and Richard Feldstein, a tour accountant for Guns N' Roses. He is the brother of music manager Jordan Feldstein and actress Beanie Feldstein. He graduated from Crossroads School in Santa Monica and went on to The New ...",Male,,
6816,1986.0,Martin Sheen,8/3/1940,Dayton,USA,67.0,"Multiple Emmy- and Golden Globe-winner Martin Sheen is one of America's most celebrated, colorful, and accomplished actors. Moving flawlessly between artistic mediums, Sheen's acting range is striking. Sheen was born Ram�n Antonio Gerard Estevez in Dayton, Ohio, to Mary-Ann (Phelan), an Irish immigrant (from Borrisokane, County Tipperary), and ...",Male,,
6817,1987.0,Ray Winstone,2/19/1957,Hackney,UK,61.0,"Ray Winstone was born on February 19, 1957, in Hackney Hospital in London, England, to Margaret (Richardson) and Raymond J. Winstone. He moved to Enfield, at age seven, where his parents had a fruit and vegetable business. He started boxing at the age of twelve at the famous Repton Amateur Boxing Club, was three times London Schoolboy Champion and...",Male,,
6818,1988.0,Vera Farmiga,8/6/1973,Clifton,USA,67.0,"Vera Farmiga is an American actress who has received an Academy Award nomination for her role in Up in the Air (2009) and Primetime Emmy Award nominations for her roles in Bates Motel (2013) and When They See Us (2019). She was born Vera Ann Farmiga, the second of seven children, on August 6, 1973, in Clifton, New Jersey, USA, to Ukrainian parents....",Female,,
6819,1989.0,Carlos Alazraqui,7/20/1962,Yonkers,USA,67.0,"Carlos Alazraqui was born on July 20, 1962 in Yonkers, New York, USA as Carlos Jaime Alazraqui. He is an actor and writer, known for The Fairly OddParents (2001), Planes (2013) and Happy Feet (2006). He has been married to Laura Mala since 2010. They have two children.",Male,,
6820,1990.0,Lombardo Boyar,12/1/1973,El Paso,USA,,"Lombardo Boyar was born on December 1, 1973 in El Paso, Texas, USA. He is an actor and producer, known for Happy Feet (2006), Big Ass Spider! (2013) and The Chronicles of Riddick: Escape from Butcher Bay (2004). He has been married to Terri Gutormson since May 20, 2009.",,,
6821,1991.0,Jeffrey Garcia,5/3/1977,La Puente,USA,,"Jeffrey Garcia was born on May 3, 1977 in La Puente, California, USA. He is an actor and writer, known for The Adventures of Jimmy Neutron: Boy Genius (1998), Jimmy Neutron: Boy Genius (2001) and Happy Feet (2006). He was previously married to Lisa Garcia.",,,
6822,1992.0,Johnny A. Sanchez,5/14/1982,Los Angeles,USA,,"Johnny A. Sanchez was born on May 14, 1982 in Los Angeles, California, USA. He is an actor and writer, known for Happy Feet (2006), Happy Feet Two (2011) and Coco (2017).",,,
6823,1993.0,Brittany Murphy,11/10/1977,Atlanta,USA,63.0,"Brittany Murphy was born Brittany Anne Bertolotti on November 10, 1977 in Atlanta, Georgia, to Sharon Kathleen Murphy and Angelo Joseph Bertolotti. Her father's ancestry is Italian, and her mother is of Irish and Slovak descent. Her father moved the family back to Edison, New Jersey as a native New Yorker and to be closer to other siblings from ...",Female,,
6824,1994.0,Dick Van Dyke,12/13/1925,West Plains,USA,73.0,"Dick Van Dyke was born Richard Wayne Van Dyke in West Plains, Missouri, to Hazel Victoria (McCord), a stenographer, and Loren Wayne Van Dyke, a salesman. His younger brother is entertainer Jerry Van Dyke. His ancestry includes English, Scottish, German, Swiss-German, and Dutch. Although he'd had small roles beforehand, Van Dyke was launched to ...",Male,,
6825,1995.0,Mickey Rooney,9/23/1920,Brooklyn,USA,62.0,"Mickey Rooney was born Joe Yule Jr. on September 23, 1920 in Brooklyn, New York. He first took the stage as a toddler in his parents vaudeville act at 17 months old. He made his first film appearance in 1926. The following year, he played the lead character in the first Mickey McGuire short film. It was in this popular film series that he took the...",Male,,
6826,1996.0,Jake Cherry,,,,,"Jake Cherry was born as Jacob Cherry. He is an actor, known for Night at the Museum: Battle of the Smithsonian (2009), Night at the Museum (2006) and Friends with Money (2006).",,,
6827,1997.0,Ricky Gervais,6/25/1961,Reading,UK,68.0,"Ricky Dene Gervais was born in a suburb of Reading, Berkshire, to Eva Sophia (House) and Lawrence Raymond Gervais, who was a hod carrier and labourer. His father was born in Ontario, Canada, of French-Canadian descent, and his mother was English. He was educated at Ashmead Comprehensive School and went on to study at University College, London, ...",Male,,
6828,1998.0,Kim Raver,3/15/1969,New York City,USA,68.0,"Kim Raver was born on March 15, 1969 in New York City, New York, USA as Kimberly Jayne Raver. She is an actress and producer, known for 24 (2001), Night at the Museum (2006) and Third Watch (1999). She has been married to Manu Boyer since July 7, 2000. They have two children.",,,
6829,1999.0,Paul Newman,1/26/1925,Shaker Heights,USA,69.0,"Screen legend, superstar, and the man with the most famous blue eyes in movie history, Paul Leonard Newman was born on January 26, 1925, in Cleveland, Ohio, the second son of Arthur Sigmund Newman (died 1950) and Theresa Fetsko (died 1982). His elder brother was , Arthur S. Newman Jr., named for their father, a Jewish businessman who owned a ...",Male,,
6830,2000.0,Larry the Cable Guy,2/17/1963,Pawnee City,USA,61.0,"Larry the Cable Guy was born in Pawnee City, Nebraska, as Daniel Lawrence Whitney. He is an actor and producer, known for Cars (2006), Cars 2 (2011) and Cars 3 (2017). He is also an original member of the Blue Collar Comedy Tour. He has been married to Cara Whitney since July 3, 2005. They have two children.",Male,,
6831,2001.0,Guido Quaroni,,,,61.0,"Guido Quaroni is an award winning engineer, and 2 time film awards nominee, from Monza, Italy. Born on the 9th of November, 1967. He studied Electronic Engineering at the Politecnico (Poly-technical) di Milano in Milan, Italy from 1987 to 1992. While still in school in 1991, he designed and wrote the first version of ""solidThinking"", a ""NURBS"" ...",,,
6832,2002.0,Jenifer Lewis,1/25/1957,Kinloch,USA,65.0,"Jenifer Lewis is one of Hollywood's most familiar faces, with more than 300 appearances in film and television. Dubbed a ""national treasure"" by TV Guide.com, Jenifer stars on the hit show Black-ish (ABC), where her hilarious portrayal of ""Ruby Johnson"" earned her a nomination for the 2016 Critics Choice Award. Jenifer's most recent movies include ...",,,
6833,2003.0,Audrey Tautou,8/9/1976,Beaumont,France,63.0,"Audrey Justine Tautou was born on August 9, 1976 in Beaumont, France, to Evelyne Marie Laure (Nuret), a teacher, and Bernard Tautou, a dental surgeon. Audrey showed an interest for comedy at an early age and started her acting lessons at 'Cours Florent'. In 1998 she won the best young actress award in the ninth 'Jeune Comedien de Cinema Festival' ...",,,
6834,2004.0,Jean-Yves Berteloot,8/27/1957,Saint-Omer,France,,"Jean-Yves Berteloot was born on August 27, 1957 in Saint-Omer, Pas-de-Calais, France. He is an actor, known for The Da Vinci Code (2006), Hereafter (2010) and La r�volution fran�aise (1989).",,,
6835,2005.0,Etienne Chicot,5/5/1949,F�camp,France,,"Etienne Chicot was born on May 5, 1949 in F�camp, Seine-Inf�rieure [now Seine-Maritime], France. He was an actor and composer, known for The Da Vinci Code (2006), Transsiberian (2008) and L'orchestre rouge (1989). He died on August 7, 2018 in Paris, France.",,,
6836,2006.0,Billy Crudup,7/8/1968,Manhasset,USA,68.0,"Known as much for his rigorous career choices as for his talent and chiseled good looks, Billy Crudup has been straddling the line between serious actor and ""it"" leading man for several years. Crudup was born in 1968 in Manhasset, New York (a Long Island suburb), the middle child in a family of three boys. He is the son of Georgann (Gaither) and ...",,,
6837,2007.0,Michelle Monaghan,3/23/1976,Winthrop,USA,67.0,"Michelle Lynn Monaghan was born on March 23, 1976, in Winthrop, Iowa. She is the youngest of three children and the only daughter of Sharon (Hamel), who ran a day care center, and Robert L. Monaghan, a factory worker and farmer. She is of mostly Irish and German descent. After graduating from high school in Iowa, she studied journalism for three ...",,,
6838,2008.0,Jonathan Rhys Meyers,7/27/1977,Dublin,Ireland,69.0,"Jonathan Rhys Meyers was born Jonathan Michael Meyers on July 27, 1977, in Dublin, Ireland, to Mary Geraldine (Meyers) and John O'Keeffe, a musician. He and his family moved to County Cork, Ireland, when the actor was nearly a year old, and then, at the age of 3, his father left the family, leaving his mother to care for Jonny and his 3 younger ...",Male,,
6839,2009.0,Keri Russell,3/23/1976,Fountain Valley,USA,64.0,"Keri Russell was born in Fountain Valley, California, to Stephanie (Stephens) and David Harold Russell, an executive at Nissan Motors. She began her career on the Mickey Mouse Club in 1991. She stayed with the show until 1993. After leaving The All New Mickey Mouse Club (1989) (where she, along with her castmates recorded an album, MMC), she moved ...",,,
6840,2010.0,Maggie Q,5/22/1979,Honolulu,USA,67.0,"Margaret Denise Quigley was born in Honolulu, Hawaii, to a father of Polish and Irish descent (originally based in New York) and a Vietnamese mother. Her parents met during the Vietnam War. Maggie has two older half-siblings from her mother's previous marriage, and two older sisters. The family moved to Hawaii and settled in Mililani. Maggie ...",,,
6841,2011.0,Simon Pegg,2/14/1970,Gloucester,UK,61.0,"English actor, writer and comedian Simon Pegg was born Simon John Beckingham in Brockworth, Gloucestershire, to Gillian Rosemary (Smith), a civil servant, and John Henry Beckingham, a jazz musician. His parents divorced when Pegg was seven. He later took his stepfather's surname, ""Pegg"". He was educated at Brockworth Comprehensive Secondary School...",Male,,
6842,2012.0,Eva Green,7/6/1980,Paris,France,67.0,"French actress and model Eva Ga�lle Green was born on July 6, 1980, in Paris, France. Her father, Walter Green, is a dentist who appeared in the 1966 film Au Hasard Balthazar (1966). Her mother, Marl�ne Jobert, is an actress turned children's book writer. Eva's mother was born in Algeria, of French, Spanish, and Sephardi Jewish heritage (during ...",,,
6843,2013.0,Mads Mikkelsen,11/22/1965,�sterbro,Denmark,72.0,"Mads Mikkelsen's great successes parallel those achieved by the Danish film industry since the mid-1990s. He was born in �sterbro, Copenhagen, to Bente Christiansen, a nurse, and Henning Mikkelsen, a banker. Starting out as a low-life pusher/junkie in the 1996 success Pusher (1996), he slowly grew to become one of Denmark's biggest movie actors. ...",,,
6844,2014.0,Jeffrey Wright,12/7/1965,Washington,USA,61.0,"Born and raised in Washington DC, Wright graduated from Amherst College in 1987. Although he studied Political Science while at Amherst, Wright left the school with a love for acting. Shortly after graduating he won an acting scholarship to NYU, but dropped out after only two months to pursue acting full-time. With roles in 1990's Presumed ...",,,
6845,2015.0,Caterina Murino,9/15/1977,Cagliari,Italy,69.0,"Caterina Murino was born on September 15, 1977, in Cagliari, Sardinia, Italy. In 1996 she took fourth place in the Miss Italy contest. Then she moved to Milan, where she began working as a model in commercials for MasterCard, Swatch, Mercedes-Benz and Nescafe, among other gigs. From 1999-2000 she studied acting at the Scuola di Cinema e Teatro di ...",,,
6846,2016.0,Simon Abkarian,3/5/1962,Gonesse,France,,"Simon Abkarian was born Simone Abkarian on March 5, 1962, in Gonesse, a northeastern suburb of Paris, France, into a French - Armenian family. Young Simon Abkarian grew up in a trilingual environment, he learned French at school in addition to his native Armenian, and also learned English by watching American films since he was a kid. He spent ...",,,
6847,2017.0,Isaach De Bankole,8/12/1957,Abidjan,Ivory Coast,69.0,"Isaach De Bankol�, C�sar Award-winning actor, was born on the Ivory Coast. He was discovered on the streets of Paris while studying to be an airline pilot. He has a degree in acting from Cours Simon and a Masters in Mathematics from the Universite de Paris. Most recently, he has appeared in the films Black Panther (2018) and Shaft (2019).",,,
6848,2018.0,Bill Nighy,12/12/1949,Caterham,UK,72.0,"Bill Nighy is an award-winning British character actor. He was born William Francis Nighy on December 12, 1949 in Caterham, Surrey, England, to Catherine Josephine (Whittaker), a psychiatric nurse from Glasgow, and Alfred Martin Nighy, who was English-born and managed a garage in Croydon. At school, he gained 'O'-levels in English Language and ...",,,
6849,2019.0,Kevin McNally,4/27/1956,Bristol,UK,61.0,"Kevin McNally was born on April 27, 1956, in Bristol, England. He grew up in Birmingham where he attended Redhill and Mapledene Junior schools and Central Grammar School for Boys. At the age of 16, he got his first job at Birmingham Repertory Theatre. A year later he received a scholarship to the Royal Academy of Dramatic Art. In 1975 he won the ...",,,
6850,2020.0,Brandon Routh,10/9/1979,Des Moines,USA,74.0,"Brandon James Routh (pronounced like ""south"") was born in Des Moines, Iowa, and grew up in nearby Norwalk. He is the son of Catherine LaVonne (Lear), a teacher, and Ronald Wayne Routh, a carpenter. Routh has English, Scottish, and German ancestry. He attended the University of Iowa and starred in many productions at the Norwalk Theater of ...",,,
6851,2021.0,Kate Bosworth,1/2/1983,Los Angeles,USA,65.0,"Kate Bosworth was born in Los Angeles, California, to Patricia (Potter), a homemaker, and Harold Bosworth, who was an executive for Talbots. Unlike the characters Bosworth has portrayed in television and in film, which are known as ""townies"", Kate spent most of her childhood in different cities and states. At age 6, she and her parents moved to ...",Female,,
6852,2022.0,Sam Huntington,4/1/1982,Peterborough,USA,61.0,"A dynamic young actor, Sam Huntington was born in Peterborough, New Hampshire, on April 1, 1982. His father is a cabinet maker and owns his own business. His mother, Christen Stabile, is an actress on stage and screen (most famously in Knots Landing (1979)). She also is a teacher and writer. Sam began acting at the age of nine, under the direction ...",Male,,
6853,2023.0,Eva Marie Saint,7/4/1924,Newark,USA,64.0,"Actress and producer Eva Marie Saint was born on July 4, 1924 on Newark, New Jersey. She is known for starring in Elia Kazan's On the Waterfront (1954), for which she won an Academy Award for Best Supporting Actress, and Alfred Hitchcock's North by Northwest (1959). Her film career also includes roles in Raintree County (1957), Exodus (1960), The ...",,,
6854,2024.0,Marlon Brando,4/3/1924,Omaha,USA,69.0,"Marlon Brando is widely considered the greatest movie actor of all time, rivaled only by the more theatrically oriented Laurence Olivier in terms of esteem. Unlike Olivier, who preferred the stage to the screen, Brando concentrated his talents on movies after bidding the Broadway stage adieu in 1949, a decision for which he was severely criticized...",Male,,
6855,2025.0,Ellen Page,2/21/1987,Halifax,Canada,61.0,"Ellen Grace Philpotts-Page was born on February 21, 1987, in Halifax, Nova Scotia, to Martha Philpotts, a teacher, and Dennis Page, a graphic designer. Page wanted to start acting at an early age and attended the Neptune Theater School. She began her career at the age of 10 on the award-winning television series Pit Pony (1999), for which she ...",Female,,
6856,2026.0,Michael Cera,6/7/1988,Brampton,Canada,69.0,"Canadian actor Michael Cera was born in Brampton, Ontario, to parents who worked for Xerox. His mother, Linda, who is from Quebec, has English, Irish, Scottish, and Dutch ancestry, and his father, Luigi Cera, is Sicilian. Michael is the middle child between two sisters. He was educated at Conestoga Public School, Robert H. Lagerquist Senior Public...",Male,,
6857,2027.0,Jennifer Garner,4/17/1972,Houston,USA,68.0,"Jennifer Garner, who catapulted into stardom with her lead role on the television series Alias (2001), has come a long way from her birthplace of Houston, Texas. Raised in Charleston, West Virginia by her mother Patricia Ann (n�e English), a retired English teacher, and her father, William John Garner, a former chemical engineer, she is the second...",Female,,
6858,2028.0,Olivia Thirlby,10/6/1986,New York City,USA,63.0,"Olivia resides in New York City where she was born and raised. She has trained extensively in classical Shakespearian acting in New York at the American Globe Theatre, and in London at the Royal Academy of Dramatic Art. She began acting professionally in 2003, and plans to pursue a career in both theater and film.",,,
6859,2029.0,Eileen Pedde,,,,,Eileen Pedde made her debut in the TV movie The Little Kidnappers in 1990. She has appeared in numerous major American television series including The X Files and Smallville (2003) but is perhaps best known for her role as Sergeant Erin Mathias in Battlestar Galactica. She starred in the 2007 film Juno.,,,
6860,2030.0,Rainn Wilson,1/20/1966,Seattle,USA,74.0,"Rainn Wilson lives in Los Angeles with his wife, fiction writer Holiday Reinhorn (Big Cats), and his son, Walter McKenzie Wilson who was born in 2004. He grew up in Seattle, Washington but graduated from New Trier H.S. in Winnetka, Illinois. After attending both Tufts University and the University of Washington, Rainn studied acting at NYU's ...",Male,,
6861,2031.0,Seth Rogen,4/15/1982,Vancouver,Canada,61.0,"An actor, comedian and writer, Seth Rogen has come a long way from doing stand-up comedy as a teen. Rogen was born in Vancouver, British Columbia, to Sandy (Belogus), a social worker, and Mark Rogen, who worked for non-profits. His father is American-born and his mother is Canadian. He is of Russian Jewish descent. He attended Vancouver Talmud ...",Male,,
6862,2032.0,Katherine Heigl,11/24/1978,Washington,USA,69.0,"Katherine Marie Heigl was born on November 24, 1978 in Washington, D.C., to Nancy Heigl (n�e Engelhardt), a personnel manager, and Paul Heigl, an accountant and executive. Her father is of German/Swiss-German and Irish descent, and her mother is of German ancestry. A short time after her birth, the family moved to New Canaan, Connecticut, where ...",Female,,
6863,2033.0,Paul Rudd,4/6/1969,Passaic,USA,61.0,"Paul Stephen Rudd was born in Passaic, New Jersey. His parents, Michael and Gloria, both from Jewish families, were born in the London area, U.K. He has one sister, who is three years younger than he is. Paul traveled with his family during his early years, because of his father's airline job at TWA. His family eventually settled in Overland Park,...",Male,,
6864,2034.0,Jason Segel,1/18/1980,Los Angeles,USA,76.0,"Multi-talented Jason Jordan Segel was born in Los Angeles, California, where he was raised by his parents, Jillian (Jordan), a homemaker, and Alvin Segel, a lawyer. His mother is of English, Scottish, and Irish ancestry, and his father is of Ashkenazi Jewish descent. He was educated at St. Matthew's Parish School in Pacific Palisades, before ...",Male,,
6865,2035.0,Jay Baruchel,4/9/1982,Ottawa,Canada,72.0,"Jay Baruchel was born in Ottawa, Ontario, and was raised in Montreal, Quebec, Canada. He is the son of Robyne (Ropell), a freelance writer, and Serge Victor Baruchel, an antiques dealer. He has a younger sister who also acts. He started acting in 1995 when he made his first of three appearances on the hit show Are You Afraid of the Dark? (1990). ...",,,
6866,2036.0,Martin Starr,7/30/1982,Santa Monica,USA,73.0,"Martin Starr was born on July 30, 1982 in Santa Monica, California, USA. He is an actor and producer, known for Freaks and Geeks (1999), Party Down (2009) and Silicon Valley (2014).",,,
6867,2037.0,Charlyne Yi,1/4/1986,Los Angeles,USA,63.0,"Californian Charlyne Yi has many strings to her bow as an actress, comedian, writer, musician and artist. She grew up in the Inland Empire in California. After attending the University of California, Riverside, she left and began a career as a comedian. Her innovative routine includes jokes, music, magic and crowd participation. She made her movie ...",,,
6868,2038.0,Kevin Durand,1/14/1974,Thunder Bay,Canada,78.0,"Kevin Durand was born on January 14, 1974 in Thunder Bay, Ontario, Canada as Kevin Serge Durand. He is an actor, known for X-Men Origins: Wolverine (2009), I Am Number Four (2011) and Legion (2010). He has been married to Sandra Cho since October 1, 2010.",,,
6869,2039.0,M.C. Gainey,1/18/1948,Jackson,USA,74.0,"M.C. Gainey was born on January 18, 1948 in Jackson, Mississippi, USA as Mike Connor Gainey. He is an actor and producer, known for Club Dread (2004), Con Air (1997) and Wild Hogs (2007). He has been married to Kim since May 2, 2002.",,,
6870,2040.0,Jill Hennessy,11/25/1968,Edmonton,Canada,68.0,"Jill Hennessy will next be seen in Showtime's newest drama ""City on a Hill"" with Kevin Bacon, executive produced by Matt Damon and Ben Affleck. Jill starred in the special event series ""Shots Fired"" on FOX and was the lead in the Mike Clattenburg comedy ""Crawford"" on CBC. She was a guest star in the pilot of ""Yellowstone"" with Kevin Costner for ...",,,
6871,2041.0,David Cross,4/4/1964,Atlanta,USA,68.0,"David Cross was born on April 4, 1964 in Atlanta, Georgia, USA. He is an actor and writer, known for Arrested Development (2003), Eternal Sunshine of the Spotless Mind (2004) and Megamind (2010). He has been married to Amber Tamblyn since October 6, 2012. They have one child.",Male,,
6872,2042.0,Cameron Richardson,9/11/1979,Baton Rouge,USA,68.0,"Cameron Richardson is making her move into the industry spotlight. She starred opposite Jason Lee and Jane Lynch in 20th Century-Fox's hit Alvin and the Chipmunks (2007) and played a mentally-challenged character in the HBO series 12 Miles of Bad Road (2007), opposite Lily Tomlin and Mary Kay Place. Born in Baton Rouge, Louisiana, and raised in New...",,,
6873,2043.0,Matthew Gray Gubler,3/9/1980,Las Vegas,USA,73.0,"Matthew Gray Gubler is an Emmy award winning actor, director, producer, painter, and voice over actor from Las Vegas Nevada. While studying film directing at NYU he interned for Wes Anderson who gave him his first feature film role as Bill Murray's loyal intern ""Nico"" in The Life Aquatic with Steve Zissou (2004). For the past eleven years Gubler ...",,,
6874,2044.0,Jesse McCartney,4/9/1987,New York City,USA,61.0,"Born April 9, 1987 in Ardsley, New York, to Ginger and Scot McCartney, Jesse began his career in theater with a national revival tour of The King and I with Hayley Mills (1997/98), and a notable New York Production of A Christmas Carol (1998) with Roger Daltrey. Jesse got the part of 'Adam Chandler Jr.' on the show All My Children for which he ...",Male,,
6875,2045.0,Allison Karman,,,,,"Allison Karman is an actress and producer, known for Alvin and the Chipmunks (2007), The Fall of 1980 (2013) and Redbelt (2008).",,,
6876,2046.0,Tiara Parker,,,,,"Tiara Parker is an actress and producer, known for Murder in the First (2014), Drive (2011) and Crazy, Stupid, Love. (2011).",,,
6877,2047.0,Paddy Considine,9/5/1973,Burton-on-Trent,UK,61.0,"Paddy (Patrick) Considine was born on September 5, 1973 in Burton-on-Trent, Staffordshire in the U.K. As a teenager, Considine studied a drama course at Burton College where he met with now friend and director Shane Meadows, who cast Considine in his first role in a feature film as the disturbed character Morell in A Room for Romeo Brass (1999). ...",,,
6878,2048.0,Edgar Ramirez,3/25/1977,Caracas,Venezuela,61.0,"Edgar Ramirez Arellano is a Venezuelan actor, born on March 25, 1977 in the city of San Cristobal (Tachira State, southwest Venezuela). He is the son of Soday Arellano, an attorney, and Filiberto Ram�rez, a military officer. Being the son of a soldier and living abroad with his family, he learned several languages, like English, German, Italian and...",,,
6879,2049.0,Nancy Cartwright,10/25/1957,Dayton,USA,62.0,"Nancy Cartwright was born on October 25, 1957 in Dayton, Ohio, USA as Nancy Jean Cartwright. She is an actress, known for The Simpsons (1989), The Simpsons Movie (2007) and Godzilla (1998). She was previously married to Warren Murphy.",Female,,
6880,2050.0,Pamela Hayden,11/28/1953,USA,,64.0,"Pamela Hayden was born on November 28, 1953 in the USA. She is an actress, known for The Simpsons Movie (2007), The Simpsons (1989) and The Simpsons: Hit  Run (2003). She has been married to Buddy Farmer since 2002.",,,
6881,2051.0,Tress MacNeille,6/20/1951,Chicago,USA,64.0,"Tress MacNeille is one of the most talented women in the voice-over industry to date. With her versatile talent has done the voices of Dot Warner from Animaniacs, Babs Bunny from Tiny Toon Adventures to being a featured singer in the Weird ""Al"" Yankovic song ""Ricky"", She has also appeared in a small part in the full-length motion picture ""Elvira ...",,,
6882,2052.0,Idina Menzel,5/30/1971,Syosset,USA,64.0,"Idina Menzel was born on May 30, 1971 in Syosset, New York, USA as Idina Kim Mentzel. She is an actress, known for Frozen (2013), Rent (2005) and Frozen II (2019). She has been married to Aaron Lohr since September 2017. She was previously married to Taye Diggs.",Female,,
6883,2053.0,Rachel Covey,6/15/1998,New York City,USA,64.0,"Rachel Covey was born on June 15, 1998 in New York City, New York, USA. She is an actress and composer, known for Enchanted (2007), Duane Hopwood (2005) and What Would You Do? (2009).",,,
